S.Aci16581III	S.Aci16581III
S.Sgo257II	S.Sgo257II
M.Sgo257III	M.Sgo257III
M.Sgo257III	M.PbaW5028II
S.Sgo7868I	S.Sgo7868I
M.Sgo7868II	M.Sgo7868II
S.Sgo7870I	S.Sgo7870I
S.Sgo7870I	S.Ssa11085I
S.Sgo7870I	S.SspJS71I
Sgr7807I	Sgr7807I
M1.Sgr13033I	M1.Sgr13033I
M2.Sgr13033I	M2.Sgr13033I
M2.Sgr13033I	M2.Sgr13350III
Sgr13350I	Sgr13350I
M.Sgr13350I	M.Sgr13350I
M1.Sgr13350II	M1.Sgr13350II
Sgr13350III	Sgr13350III
SgrAI	SgrAI
M.SgrAI	M.SgrAI
M.AalSMS7I	M.AalSMS7I
S.AalSMS7II	S.AalSMS7II
M.AalSMS7III	M.AalSMS7III
S.AalSMS7III	S.AalSMS7III
S.AalSMS7IV	S.AalSMS7IV
Aam10684II	Aam10684II
M.AamDMFA1II	M.AamDMFA1II
S1.AamDMFA1II	S1.AamDMFA1II
S.AamDMFA1III	S.AamDMFA1III
S.Aap5908II	S.Aap5908II
S.Aap5908II	S.Aap5906I
S.Aap10433I	S.Aap10433I
AatII	AatII
M.AatII	M.AatII
S.Aav11297I	S.Aav11297I
M.Aax138I	M.Aax138I
S.Aba31I	S.Aba31I
M.Aba63I	M.Aba63I
M.Aba63I	M.Aba10305II
M.Aba63I	M.Abe320I
M.Aba63I	M.Aca7364III
M.Aba63I	M.Hha1659II
M.Aba63I	M.Hha8540V
M.Aba63I	M.Hha10619VI
S.Aba63I	S.Aba63I
S.Aba63I	S.Aba10305II
S.Aba63I	S.Abe320I
M.Aba78II	M.Aba78II
M.Aba78II	M.Csc35704I
M.Aba78II	M.EacI
M.Aba78II	M.GmeI
S.Aba0083I	S.Aba0083I
S.Aba0088I	S.Aba0088I
M.Aba118II	M.Aba118II
M.Aba118II	M.Pae10299I
S.Aba123I	S.Aba123I
S.Aba123I	S.Aba28I
M.Aba123II	M.Aba123II
M.Aba123II	M.AbaB8300II
M.Aba123II	M.AspACNIH1III
M.Aba123II	M.Asp2D2I
M.Aba123II	M.AspDUT2III
M.Aba123II	M.AspBRTC1III
M.Aba401I	M.Aba401I
M.Aba401I	M.Aha10306I
M.Aba401I	M.Mos350I
S.Aba401I	S.Aba401I
S.Aba401I	S.Ano129I
M.Aba439I	M.Aba439I
M.Aba439I	M.Asp19306II
M.Aba439I	M.AauTCI
M.Aba439I	M.AbaBD1III
M.Aba439I	M.AbaBS3III
M.Aba439I	M.AchA6II
M.Aba439I	M.Acr20117I
M.Aba439I	M.AspU41I
M.Aba439I	M.Asp31YII
M.Aba439I	M.Bpu10327I
M.Aba439I	M.Cfl20129I
M.Aba439I	M.HspR1I
M.Aba439I	M.Krh302II
M.Aba439I	M.Kro7511I
M.Aba439I	M.Kro26761II
M.Aba439I	M.Lsp19322I
M.Aba439I	M.Mcu11656II
M.Aba439I	M.Mcu11820II
M.Aba439I	M.Rkr11038II
M.Aba439I	M.Rtr1953III
M.Aba439II	M.Aba439II
M.Aba439II	M.Asp3H11I
S.Aba858I	S.Aba858I
Aba1056II	Aba1056II
Aba1056II	Aba12156II
S.Aba6200I	S.Aba6200I
S.Aba6411I	S.Aba6411I
M.Aba6411II	M.Aba6411II
M.Aba6411II	AbaB8342IV
M.Aba6411II	Aba13301I
M.Aba6411II	M.BspHII
M.Aba6411II	M.Aha10306III
S.Aba7412I	S.Aba7412I
M.Aba10305I	M.Aba10305I
M.Aba10305I	M.MprAceLIII
M.Aba10305I	M.MroGW6I
M.Aba10305I	M.Pvu13145I
M.Aba10305I	M.Vpa53II
M.Aba10305I	M.Vpa120II
M.Aba10305I	M.Dba7044II
M.Aba10305I	M.MdeFJG1II
M.Aba10305I	M.VbaBS8I
S.Aba10305I	S.Aba10305I
M.Aba10305III	M.Aba10305III
M.Aba10305III	M.Aba2902I
M.Aba10305III	M.AheSMS3III
M.Aba10305III	M.Psp97III
M.Aba10305III	M.Asp2D2II
M.AbaAR56I	M.AbaAR56I
M.AbaAR56I	M.Aba7804III
S.AbaB8300I	S.AbaB8300I
M.AbaBD1I	M.AbaBD1I
M.AbaBD1I	M.Mae7806SLXI
M.AbaBs12II	M.AbaBs12II
M.AbaBs12II	M.Mva1261III
M.AbaBs12II	M.Pae340II
M.AbaBs12II	M.Pae340I
M.AbaBs12II	M.Pae10662I
M.AbaBs12II	M.Pae12951I
M.AbaBs12II	M.PaeC59I
M.AbaBs12II	M.PaeLWI
M.AbaBs12II	M.Pal10367II
M.AbaBs12II	M.PciP3B5I
M.AbaBs12II	M.Psp16SW7II
M.AbaBs12II	M.Pni10691II
M.AbaBs12II	M.Sbo8700I
M.AbaBs12II	M.AhyYL17II
M.AbaBs12II	M.Cbr290I
M.AbaBs12II	M.Eco3133III
M.AbaBs12II	M.Eco9026II
M.AbaBs12II	M.Eco9056I
M.AbaBs12II	M.Eco10958I
M.AbaBs12II	M.Eco11118I
M.AbaBs12II	M.EcoA2II
M.AbaBs12II	M.EcoA30II
M.AbaBs12II	M.EcoC9109I
M.AbaBs12II	M.EcosA5I
M.AbaBs12II	M.Kpn435I
M.AbaBs12II	M.Kpn9132I
M.AbaBs12II	M.Kpn9156I
M.AbaBs12II	M.Kpn62629I
M.AbaBs12II	M.PalNX11I
M.AbaBs12II	M.PreB001I
M.AbaBs12II	M.Sbo1247I
M.AbaBs12II	M.Sbo9770II
M.AbaBs12II	M.Sdy9752I
M.AbaBs12II	M.Sdy10956I
M.AbaBs12II	M.Sdy12037I
M.AbaBs12II	M.Sen5793III
M.AbaBs12II	M.Sen6020III
M.AbaBs12II	M.Sen6024III
M.AbaBs12II	M.Sen8495IV
M.AbaBs12II	M.Sen10080II
M.AbaBs12II	M.Sen18747II
M.AbaBs12II	M.Sma62I
M.AbaBs12II	M.Sma10211I
M.AbaBs12II	M.Sma13382I
M.AbaBs12II	M.YpsEP2II
M.AbaBs12II	M.VmeT6III
M.AbaBs12II	M.Vvu61306I
M.AbaBs12II	M.Vha43516I
S.AbaBs12II	S.AbaBs12II
S.AbaBs12III	S.AbaBs12III
S.Aba2CI	S.Aba2CI
M.Asp897I	M.Asp897I
M.Asp897I	M.Asp588III
M.Asp897I	M.Rtr1953II
S.Asp19306I	S.Asp19306I
S.Asp21233II	S.Asp21233II
S.Asp21233III	S.Asp21233III
S.Asp21233IV	S.Asp21233IV
S.Asp21233IV	S.AteLMJII
S.AspACNIH1I	S.AspACNIH1I
S.AspACNIH2I	S.AspACNIH2I
S.AspAMDI	S.AspAMDI
S.AspAMDII	S.AspAMDII
M.AspAMDIII	M.AspAMDIII
AspAMDIV	AspAMDIV
AspAMDIV	Cba4G11III
AspAMDIV	Eli8509II
AspAMDIV	Pae11449I
AspAMDIV	Pdu1735I
AspAMDIV	PflPt14I
AspAMDIV	Asu14238IV
AspAMDIV	OspHL35III
AspAMDIV	Gba708II
AspAMDIV	HbaII
AspAMDIV	Nbr128II
AspAMDIV	NpeUS61II
AspAMDIV	Pse18267I
AspAMDIV	Pst273I
AspBHII	AspBHII
S.AspBRTC1I	S.AspBRTC1I
S.AspBRTC1II	S.AspBRTC1II
S.AspBRTC1II	S.AbaB8342I
M.AspBS20I	M.AspBS20I
M.AspBS20I	M.Sgl8271I
S.AspBS20I	S.AspBS20I
S.AspDUT2I	S.AspDUT2I
M.AspDUT2II	M.AspDUT2II
M.AspDUT2II	M.Aba0088III
M.AspDUT2IV	M.AspDUT2IV
M.AspDUT2IV	M.AbaB8342III
S.AspF0496I	S.AspF0496I
AspJHL3II	AspJHL3II
AspJHL3II	MspSC27II
AspJHL3II	Sna507VIII
S.AspJHL3III	S.AspJHL3III
M.AspJHL3IV	M.AspJHL3IV
S.AspJHL3IV	S.AspJHL3IV
S.AspJHL3V	S.AspJHL3V
S.AspJHL3V	S.Bok13388III
S.AspJWBI	S.AspJWBI
S.AspJWBII	S.AspJWBII
S.AspKB6II	S.AspKB6II
S.AspKB6III	S.AspKB6III
S.AspKB6III	S.Psp4604III
M.AspKB6IV	M.AspKB6IV
M.AspKB6IV	M.AspJWBIV
M.AspNIH1II	M.AspNIH1II
M.AspNIH1III	M.AspNIH1III
S.AspNIH1IV	S.AspNIH1IV
S.AspNIH1V	S.AspNIH1V
M.AspNIH2II	M.AspNIH2II
S.AspNIH3II	S.AspNIH3II
S.AspNIH4VI	S.AspNIH4VI
S.AspNIH5II	S.AspNIH5II
S.AspNIH7I	S.AspNIH7I
S.AspNIH7I	S.Xca85I
S.BdoJR01II	S.BdoJR01II
S1.BdoJR03III	S1.BdoJR03III
S2.BdoJR03III	S2.BdoJR03III
S3.BdoJR04I	S3.BdoJR04I
M.BdoJR04II	M.BdoJR04II
M.BdoJR04II	M.Bsp14I
M.BdoJR04II	M.Esu35585II
M.BdoJR04II	M.PspE225III
M.BdoJR04II	M.PspE1522II
M.BdoJR04II	M.Efa2244I
M.BdoJR04II	M.Lsp19320I
M.BdoJR04II	M.Sag515CII
M.BdoJR04II	M.Spn30I
M.BdoJR04II	M.Spn110I
M.BdoJR04II	M.Spn11886I
M.BdoJR04II	M.Spn11901II
M.BdoJR04II	M.Spn11904I
M.BdoJR04II	M.Spn11908I
M.BdoJR04II	M.Spn12495I
M.BdoJR04II	M.Spn12977II
M.BdoJR04II	M.Gst45III
M.BdoJR04II	M.Sru2024I
M.BdoJR04II	M.Pcr12858I
S2.BdoJR04II	S2.BdoJR04II
M.BepI	M.BepI
BfaIA	BfaIA
BfaIB	BfaIB
S.BfaSIB	S.BfaSIB
S.BfaSIB	S.BfaSID
S.BfaSIB	S1.BfaSI
S.BfaSIB	S1.Bfr9343IV
BfaSII	BfaSII
M.BfaSIV	M.BfaSIV
S.BfaSIV	S.BfaSIV
S1.Bfi10I	S1.Bfi10I
M.Bfi10335I	M.Bfi10335I
S.Bfi10335II	S.Bfi10335II
S.Bfl4941I	S.Bfl4941I
S.Bfl4941II	S.Bfl4941II
S.Bfr4823I	S.Bfr4823I
S.Bfr4823I	S.BceS28I
S.Bfr4823I	S.Efa6E6II
S.Bfr4823II	S.Bfr4823II
M.BfrC42I	M.BfrC42I
M.BfrC42I	M.Bvu10583I
M.BfrC42I	M.Pme13052I
S.BfrC42I	S.BfrC42I
BfuAI	BfuAI
M2.BfuAI	M2.BfuAI
BfuAII	BfuAII
M.BfuAII	M.BfuAII
BfuCI	BfuCI
BfuCI	BscXII
M.Bga514I	M.Bga514I
M.Bga514I	Ban4602I
M.Bga514I	Bbr57III
M.Bga514II	M.Bga514II
S.Bga514II	S.Bga514II
BglI	BglI
BglII	BglII
M.BglII	M.BglII
M.Bgl346II	M.Bgl346II
M.Bgl346II	M.BspHIX
M.Bgl346II	M.SspNIH1II
Bgl346III	Bgl346III
M.Bglgr6I	M.Bglgr6I
S.Bglgr6I	S.Bglgr6I
M.Bglgr6III	M.Bglgr6III
BhaI	BhaI
M1.BhaI	M1.BhaI
BhaII	BhaII
M.BhaII	M.BhaII
M.BhaF413I	M.BhaF413I
S1.Bhe78512I	S1.Bhe78512I
S2.Bhe78512I	S2.Bhe78512I
S.Bhi13199I	S.Bhi13199I
S.Bhi13200I	S.Bhi13200I
M.Bhi13200II	M.Bhi13200II
M.Bhi13200III	M.Bhi13200III
M.Bhi13200III	M.Bhi13199II
M.Bhy27164I	M.Bhy27164I
S.Bhy27164I	S.Bhy27164I
M.Ces8809I	M.Ces8809I
M.Ces8809I	M.Cau10061I
S.Ces8809II	S.Ces8809II
S.Ces8809III	S.Ces8809III
S.CetTSPH2II	S.CetTSPH2II
M.Cfa24236III	M.Cfa24236III
M.Cfa24236III	M.Bbr10543I
M.Cfa24236III	M.Kpn9159II
M.Cfi7547I	M.Cfi7547I
Cfl20129II	Cfl20129II
Cfr10I	Cfr10I
Cfr42I	Cfr42I
M.Cfr42I	M.Cfr42I
S.Cfr61II	S.Cfr61II
S.Cfr116I	S.Cfr116I
S.Cfr116I	S.Eco9036I
S.Cfr116I	S.Eco9041I
S.Cfr116I	S.Eco9060I
S.Cfr116I	S.Eco14721I
S.Cfr116I	S.Kpn66III
S.Cfr116I	S.Kpn9158I
S.Cfr8782I	S.Cfr8782I
S.Cfr8782I	S.Ajo10308II
S.Cfr8782I	S.Cfa24236II
S.Cfr13639I	S.Cfr13639I
S.Cfr13639I	S.Pag10500I
S.Cfr13639I	S.Ror431II
M.Cfr13639IV	M.Cfr13639IV
M.Cfr13639IV	M.Kpn9151II
M.Cfr13639IV	M.Rpl64I
M.Cfr13639IV	M.YroYRAI
M.Cfr13639IV	M.Eco9281II
M.CfrAI	M.CfrAI
S.CfrB38II	S.CfrB38II
S.CfrB38II	S.AspNIH7II
S.CfrB38II	S.Cho10426II
S.CfrB38II	S.EclNIH7II
S.CfrB38IV	S.CfrB38IV
S.CfrMH15II	S.CfrMH15II
S.CfrMH15II	S.Ecl13464I
CfrMH15IV	CfrMH15IV
CfrMH15IV	Kae231I
M.CfrMH15IV	M.CfrMH15IV
M.CfrMH15IV	M.Kae231I
S.CfrMH16II	S.CfrMH16II
S.CfrMH16III	S.CfrMH16III
S.CfrMH16III	S.Eco13452I
S.CfrMH16III	S.Kpn46I
S.CfrMH16III	S.Sod353I
M.CfrNIH3II	M.CfrNIH3II
M.CfrNIH3II	M.CfrB38IV
M.CfrNIH3II	M.Cne392I
M.CfrNIH3II	M.Cne12120I
M.CfrNIH3II	M.EasL1I
M.CfrNIH3II	M.EclNIH4I
M.CfrNIH3II	M.Kox8167II
M.CfrNIH3II	M.Kpn21II
M.CfrNIH3II	M.Kpn39795II
M.CfrNIH3II	M.KpnNIH49I
M.CfrNIH3II	M.Lam395I
M.CfrNIH3II	M.Aba0083I
M.CfrNIH3II	M.Aba28I
M.CfrNIH3II	M.BspHV
M.CfrNIH3II	M.Aba123I
M.CfrNIH3II	M.Acc65III
M.CfrNIH3II	M.WchBMYIII
M.CfrNIH3II	M.VspC1I
S.CfrNIH3II	S.CfrNIH3II
S.CfrNIH3II	S.Cne392I
S.CfrNIH3II	S.Lam395I
S.CfrNIH3II	S.Kox8167II
M.Cre11140I	M.Cre11140I
S.Cre11140I	S.Cre11140I
S.Cre11140II	S.Cre11140II
M.CrhXL97I	M.CrhXL97I
M.CrhXL97I	M.PyaNHR1I
S.CrhXL97I	S.CrhXL97I
S.CrhXL97II	S.CrhXL97II
S.CsaI	S.CsaI
M.Csc35704II	M.Csc35704II
M.Csc35704II	M.TdeVI
S.Csc35704II	S.Csc35704II
S.Csh13533I	S.Csh13533I
S.CsiBAA15III	S.CsiBAA15III
M.CsiBAA15IV	M.CsiBAA15IV
M.CsiBAA15IV	M.Cau700975III
M.CsiBAA15IV	M.Cmi10288I
M.CsiBAA15IV	M.Cmi10289I
M.CsiBAA15IV	M.Cse934I
M.CsiBAA15IV	M.CsiFSMIV
M.CsiBAA15IV	M.Cst21670II
M.CsiBAA15IV	M.Cst69329II
M.CsiFSMII	M.CsiFSMII
M.CsiFSMIII	M.CsiFSMIII
M.CsiFSMIII	M.Cje11914II
M.CsiFSMIII	M.Cje11917I
M.CsiFSMIII	M.Cur12011IV
S.CsiFSMIII	S.CsiFSMIII
M.Csp26I	M.Csp26I
M.Csp26I	M.Asp21233III
M.Csp26I	M.Pmo56711I
M.Csp26I	M.Rgi145I
M.Csp26I	M.PinDOK11I
M.Csp26I	M.Sya4533I
M.Csp26I	M.Mam123I
S.Csp26I	S.Csp26I
S.Csp156I	S.Csp156I
S.Csp156I	S.Kpn234I
S.Csp205I	S.Csp205I
M.Csp209II	M.Csp209II
M.Csp209II	M.Apa3564I
M.Csp209II	M.BsrFII
M.Csp209II	M.CcaP7II
M.Csp209II	M.GicID2II
M.Csp209II	M.Gst10II
M.Csp209II	M.Gst45I
M.Csp209II	M.Gst134IV
M.Csp209II	M.Gsu3922II
M.Csp209II	M.Cdi11397II
M.Csp209II	M.Cca12242I
M.Csp209II	M.Cdi7838I
M.Csp209II	M.Cgr12948II
M.Csp209II	M.Lac13721I
M.Csp209II	M.Mmu11497I
M.Csp209II	M.Sru3002II
M.Csp209II	M1.Ath12467III
M.Csp209II	M.Ath13093III
M.Csp209II	M.Cbo67071II
S.Csp209II	S.Csp209II
Csp231I	Csp231I
M1.Csp323I	M1.Csp323I
M1.Csp323I	M1.Cca12242III
M1.Csp323I	M1.Ran11014II
M.Csp323II	M.Csp323II
S.Csp323III	S.Csp323III
M.Csp423IV	M.Csp423IV
Csp2014IA	Csp2014IA
Csp2014IB	Csp2014IB
Csp2014IC	Csp2014IC
M.Csp10638IV	M.Csp10638IV
M.Csp10638IV	M.Psc361BIV
M.Csp10638IV	M.PhiF0411I
M.Csp10654III	M.Csp10654III
M.Csp10654III	M.Psp475II
S.Csp11653I	S.Csp11653I
M.Csp11653II	M.Csp11653II
M.Csp11653II	M.CspF0545I
M.Csp11653II	M.Pje697I
M.Csp11653II	M.PjeF0106I
S.Csp12474I	S.Csp12474I
M.Csp15503I	M.Csp15503I
S.Csp15503I	S.Csp15503I
S.Csp15503II	S.Csp15503II
M.Csp15503III	M.Csp15503III
S.Csp15503III	S.Csp15503III
S.Csp16704I	S.Csp16704I
M1.Csp16704IV	M1.Csp16704IV
M2.Csp16704IV	M2.Csp16704IV
M.Hal24586II	M.Hal24586II
M.Hal24586III	M.Hal24586III
HauII	HauII
M.HauIII	M.HauIII
M.HbaIII	M.HbaIII
M.Hbo11551I	M.Hbo11551I
M.Hbo11551I	M.Hsa51I
M.Hbo11551I	M.HtuI
M.Hbo11551I	M.NpaBOL61II
M.Hbo11551I	M.Nve54III
M.Hbo11551I	M.HsaR1I
M.Hbo11551I	M.Hsp121II
M.Hca13221I	M.Hca13221I
M.Hca13221I	M.Hap1501I
M.Hca13221I	M.Hch13205I
M.Hca13221I	M.Hci12219I
M.Hca13221I	M.Hci12221II
M.Hca13221I	M.Hpu13154I
M.Hca13221I	M.Hpu13156III
M.Hca13221II	M.Hca13221II
M.Hca13221II	M1.Hpy30XII
M.Hca13221II	M1.Hpy32VI
M.Hca13221II	M1.Hpy57VI
M.Hca13221II	M1.Hpy66XIV
M.Hca13221II	M1.Hpy99V
M.Hca13221II	M1.Hpy298VII
M.Hca13221II	M.Hpy300VII
M.Hca13221II	M1.Hpy12823V
M.Hca13221II	M1.Hpy13094VI
M.Hca13221II	M1.Hpy13207VI
M.Hca13221II	M1.Hpy13338V
M.Hca13221II	M1.Hpy13345IV
M.Hca13221II	M1.HpyAVI
M.Hca13221II	M1.HpyAs002VI
M.Hca13221II	M1.HpyAs003V
M.Hca13221II	M1.HpyAs004XIV
M.Hca13221II	M1.HpyAs005VI
M.Hca13221II	M1.HpyAs006IV
M.Hca13221II	M1.HpyAs008VI
M.Hca13221II	M1.HpyC11637V
M.Hca13221II	M1.HpyH1IV
M.Hca13221II	M1.HpyHP26VII
M.Hca13221II	M1.HpyLIM2V
M.Hca13221II	M.HpyLIM3IV
M.Hca13221II	M1.HpyLIM5IV
M.Hca13221II	M1.HpyLIM6III
M.Hca13221II	M1.HpyLIM7IV
M.Hca13221II	M1.HpyLIM8III
M.Hca13221II	M1.HpyLIM9XII
M.Hca13221II	M1.HpyLIM10IV
M.Hca13221II	M1.HpyMT5105III
M.Hca13221II	M1.HpyMT5118II
M.Hca13221II	M1.HpyMT5135IV
M.Hca13221II	M1.HpyMT5136IV
M.Hca13221II	M1.HpyPVI
M.Hca13221II	M1.HpyPU001IV
M.Hca13221II	M1.HpyPU002VI
M.Hca13221II	M1.HpyPU003V
M.Hca13221II	M1.HpyPU004VI
M.Hca13221II	M1.HpyPU007VI
M.Hca13221II	M1.HpyPU008VI
M.Hca13221II	M1.HpyPU010V
M.Hca13221II	M1.HpySH002IV
M.Hca13221II	M1.HpySH007V
M.Hca13221II	M1.HpySH011V
M.Hca13221II	M1.HpySH014V
M.Hca13221II	M2.Ngo206I
M.Hca13221II	M1.Mcu10297II
M.Hca13221II	M.Sep7474I
M.Hca13221III	M.Hca13221III
M.Hca13221III	M.Cco11366I
M.Hca13221III	M.Cje264IV
M.Hca13221III	M.Cje265III
M.Hca13221III	M.Cje266II
M.Hca13221III	M.Cje11827I
M.Hca13221III	M.Cje12109I
M.Hca13221III	M.Cje12851II
M.Hca13221III	M.Cje13105III
M.Hca13221III	M.Cje13259I
M.Hca13221III	M.Cje13362III
M.Hca13221III	M.Cje54107I
M.Hca13221III	M.CjeC13265I
M.Hca13221III	M.CjeF38011II
M.Hca13221III	M.Cla11352I
M.Hca13221III	M.Cpe23910II
M.Hca13221III	M.Csp16704I
M.Hca13221III	M.Csu24374II
S.Hca13221III	S.Hca13221III
M.Hca13221IV	M.Hca13221IV
M.Hca13221IV	M.Aci16581III
M.Hca13221IV	M.AspNIH2I
M.Hca13221IV	M.AspNIH3I
M.Hca13221IV	M.AspNIH5I
M.Hca13221IV	M.AspNIH7I
M.Hca13221IV	M.Bbo264I
M.Hca13221IV	M.BceSW2I
M.Hca13221IV	M.Ble402V
M.Hca13221IV	M.Bth426IV
M.Hca13221IV	M.Cje265IV
M.Hca13221IV	M.Dfa45958III
M.Hca13221IV	M.Eco137I
M.Hca13221IV	M.Eco10758I
M.Hca13221IV	M.EpeB64I
M.Hca13221IV	M.Jar9157I
M.Hca13221IV	M.Kpn0140II
M.Hca13221IV	M.Kpn9150I
M.Hca13221IV	M.KpnGYB02I
M.Hca13221IV	M.NspTHN1I
M.Hca13221IV	M.Osp10826I
M.Hca13221IV	M.Pae490III
M.Hca13221IV	M.PbrDF41I
M.Hca13221IV	M.Pgr15220I
M.Hca13221IV	M.Pin1933III
M.Hca13221IV	M.Pin2838I
M.Hca13221IV	M.Sba352I
M.Hca13221IV	M.Sdy11565II
M.Hca13221IV	M.TspPSB1X
M.Hca13221IV	M.Aph11096II
M.Hca13221IV	M.AspBRTC1I
M.Hca13221IV	M.Bfi10I
M.Hca13221IV	M.Eme10016I
M.Hca13221IV	M.Pae10332I
M.Hca13221IV	M.PspBM10I
M.Hca13221IV	M.PalEH1II
M.Hca13221IV	M.Pan971I
M.Hca13221IV	M.Bgl41cI
M.Hca13221IV	M.Smy11118I
M.Hca13221IV	M.Cgl44375I
M.Hca13221IV	M.Pma11632II
M.Hca13221IV	M.Rmi11190I
M.Hca13221IV	M.VcoRE98I
M.Hca13221IV	M.Xca85I
Hca13221V	Hca13221V
S.HchI	S.HchI
S.Hch13205II	S.Hch13205II
S2.Hci12219II	S2.Hci12219II
M.Hci12221IV	M.Hci12221IV
M.Hci12221IV	M.Hfe13102III
M.Hfe13101I	M.Hfe13101I
M.Hfe13101I	M.Fli6794III
M.Hfe13101I	M.Hci12221I
M.Hfe13101I	M.Hpy188II
M.Hfe13101I	M.Hac12686I
M.Hfe13101I	M.HpyI
M.Hfe13101I	M.Hpy30I
M.Hfe13101I	M.Hpy32I
M.Hfe13101I	M.Hpy57I
M.Hfe13101I	M.Hpy66XI
M.Hfe13101I	M.Hpy99X
M.Hfe13101I	M.Hpy166IV
M.Hfe13101I	M.Hpy298I
M.Hfe13101I	M.Hpy300I
M.Hfe13101I	M.Hpy12823I
M.Hfe13101I	M.Hpy13094I
M.Hfe13101I	M.Hpy13338I
M.Hfe13101I	M.Hpy13345I
M.Hfe13101I	M.HpyAI
M.Hfe13101I	M.HpyAS001I
M.Hfe13101I	M.HpyAs002I
M.Hfe13101I	M.HpyAs003I
M.Hfe13101I	M.HpyAs005I
M.Hfe13101I	M.HpyAs009I
M.Hfe13101I	M.Hpy1838CI
M.Hfe13101I	M.HpyC11637I
M.Hfe13101I	M.HpyFI
M.Hfe13101I	M.HpyG272I
M.Hfe13101I	M.HpyH1I
M.Hfe13101I	M.HpyLIM3I
M.Hfe13101I	M.HpyLIM5I
M.Hfe13101I	M.HpyLIM6I
M.Hfe13101I	M.HpyLIM7I
M.Hfe13101I	M.HpyLIM8I
M.Hfe13101I	M.HpyLIM9I
M.Hfe13101I	M.HpyLIM10I
M.Hfe13101I	M.HpyMT5105I
M.Hfe13101I	M.HpyMT5111I
M.Hfe13101I	M.HpyMT5118I
M.Hfe13101I	M.HpyMT5119I
M.Hfe13101I	M.HpyMT5124I
M.Hfe13101I	M.HpyMT5125I
M.Hfe13101I	M.HpyMT5135I
M.Hfe13101I	M.HpyMT5136I
M.Hfe13101I	M.HpyPI
M.Hfe13101I	M.HpyPU001I
M.Hfe13101I	M.HpyPU002I
M.Hfe13101I	M.HpyPU003I
M.Hfe13101I	M.HpyPU004I
M.Hfe13101I	M.HpyPU006I
M.Hfe13101I	M.HpyPU007I
M.Hfe13101I	M.HpyPU008I
M.Hfe13101I	M.HpyPU009I
M.Hfe13101I	M.HpyPU010I
M.Hfe13101I	M.HpySH002I
M.Hfe13101I	M.HpySH011I
M.Hfe13101I	M.HpySH014I
M.Hfe13101I	M.HpyUM037I
M.Hfe13101VII	M.Hfe13101VII
M1.Hfe13102I	M1.Hfe13102I
M1.Hfe13102I	M1.Hfe13101V
M2.Hfe13102I	M2.Hfe13102I
M2.Hfe13102I	M2.Hfe13101V
S.Hfe13102IV	S.Hfe13102IV
M.Hfe13102V	M.Hfe13102V
M.Hfe13102V	M.Cup11540I
S.Hfe13102V	S.Hfe13102V
M.Hfo6591I	M.Hfo6591I
M.Hfo6591I	M.MhuII
M.Hfo6591I	M.Msp273II
S.Hfo6591II	S.Hfo6591II
S.Hfo6591III	S.Hfo6591III
HgiBI	HgiBI
HgiBI	HgiCII
HgiBI	HgiEI
M.HgiBI	M.HgiBI
M.HgiBI	M.HgiCII
M.HgiBI	M.HgiEI
HgiCI	HgiCI
M.HgiCI	M.HgiCI
HgiDII	HgiDII
M.HgiDII	M.HgiDII
HgiGI	HgiGI
HgiGI	HgiDI
M.HgiGI	M.HgiGI
HhaI	HhaI
M.HhaI	M.HhaI
HhaII	HhaII
S.HhaIV	S.HhaIV
S1.HhaV	S1.HhaV
S2.HhaV	S2.HhaV
S1.HhaVI	S1.HhaVI
S1.Hha1659I	S1.Hha1659I
S.Hha1659II	S.Hha1659II
S.Hha1659II	S.Hha8540V
S.Hha1659III	S.Hha1659III
S.Hha1659III	S.Hha8540II
S.Hha1659III	S.Mat11091I
S.Hha8540I	S.Hha8540I
S.Hha8540III	S.Hha8540III
S.Hha8540IV	S.Hha8540IV
S.Hha8540IV	S.Apl11407II
S.Hha8540IV	S.Ase10851I
S.Hha8540IV	S.Hso63373II
S.Hha8540IV	S.Nde13012I
S1.Hha8540VI	S1.Hha8540VI
S.Msp165II	S.Msp165II
S.Msp165II	S.Psp3121I
M.Msp273I	M.Msp273I
M.Msp273I	M.MhuIII
M.Msp273III	M.Msp273III
M.Msp273III	M.Mma5219II
S.Msp273IV	S.Msp273IV
M.Msp273V	M.Msp273V
S.Msp273V	S.Msp273V
M1.Msp315I	M1.Msp315I
M1.Msp315I	M2.Csp12AI
M1.Msp315I	M1.Cin755I
M1.Msp315I	M2.CsaWM1I
M1.Msp315I	M2.Csp410I
M1.Msp315I	M2.Csp507I
M1.Msp315I	M1.Lxysy1I
M2.Msp315I	M2.Msp315I
M.Msp315II	M.Msp315II
M.Msp315II	M.Bau1418II
S.Msp412I	S.Msp412I
S.Msp436I	S.Msp436I
M.Msp1601I	M.Msp1601I
M.Msp1601I	M.Mto10821I
M.Msp1601I	M.MspSD10I
MspA1I	MspA1I
M.MspA1I	M.MspA1I
M.MspA1I	M.Mae7806SLIX
M.MspA21I	M.MspA21I
M.MspA21I	M.Csh13533I
M.MspA21I	M.MspA21II
S.MspA21I	S.MspA21I
S.MspA21II	S.MspA21II
S.MspB1II	S.MspB1II
MspF392I	MspF392I
M.MspGJ1I	M.MspGJ1I
S1.MspGJ1I	S1.MspGJ1I
MspI7II	MspI7II
MspI7II	Jma19592I
M.MspI7III	M.MspI7III
S.MspI7III	S.MspI7III
